Time,valveStuck.Kv,valveStuck.cmd,valveStuck.dp,valveStuck.m_flow,valveStuck.leakPosition,valveStuck.stuckPosition,valveStuck.limiter.y
200.0,1.8,0.86666699999999997,300233.77467614814,0.32476376734689516,0.20000000000000001,0.59999999999999998,0.59999999999999998
205.0,1.8,0.88333300000000003,297459.39705151448,0.29547795479048777,0.20000000000000001,0.59999999999999998,0.59999999999999998
210.0,1.8,0.90000000000000002,309676.45683839219,0.33680022747063321,0.20000000000000001,0.59999999999999998,0.59999999999999998
215.0,1.8,0.91666700000000001,309057.5772095134,0.27973248512374521,0.20000000000000001,0.59999999999999998,0.59999999999999998
220.0,1.8,0.93333299999999997,304175.02396076027,0.31230730582750144,0.20000000000000001,0.59999999999999998,0.59999999999999998
225.0,1.8,0.94999999999999996,297586.08300429018,0.30950911820265825,0.20000000000000001,0.59999999999999998,0.59999999999999998
230.0,1.8,0.96666700000000005,298358.71927006042,0.32594054635234598,0.20000000000000001,0.59999999999999998,0.59999999999999998
235.0,1.8,0.98333300000000001,300146.23247412441,0.34308713825425941,0.20000000000000001,0.59999999999999998,0.59999999999999998
240.0,1.8,1.0,312771.85476757039,0.32393302887367192,0.20000000000000001,0.59999999999999998,0.59999999999999998
245.0,1.8,1.01667,302092.97889252933,0.33854426982481228,0.20000000000000001,0.59999999999999998,0.59999999999999998
250.0,1.8,1.0333300000000001,302276.9427306627,0.33484658755962665,0.20000000000000001,0.59999999999999998,0.59999999999999998
